Date,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
11/1/2000,131222.4148,215384.6245,112717.3521,161805.9804,180635.2434,113689.5552,122624.257,215729.3168,141041.305,185087.1446,194981.4797,134363.9181,175761.5901,159471.8924,208371.5282,145240.7578,177403.5102,130951.3883,,137783.3134,107138.7189,157946.5885,101842.6132,117195.5191,133347.0051,118630.5296,112883.7198,157656.9794,,141318.9819,134979.97,113409.8613,102440.977,123533.5814,89141.02854,89493.45808,99870.69963,75385.88103,125270.1687,,172029.7213,87163.76703,101571.3345,91901.87056,155441.2113,,84615.43466,106527.6745,117305.2025,94115.86829,109387.7549
12/1/2000,132141.9487,217811.7497,113447.003,163070.5958,182059.9065,114062.3117,123479.0779,218691.6123,141678.337,185908.8862,196967.1606,135237.4701,176124.9648,160181.3903,209170.8783,147076.5187,177935.9206,131901.0506,,139408.8188,107743.8096,158827.7059,102321.64,117637.3124,133937.0453,119501.78,113295.9155,158114.6092,,142415.2288,135316.786,114476.7296,102893.9447,124120.8495,89629.44296,90133.16601,100531.5253,75973.18835,125514.4507,,173288.4713,87587.79283,102281.9315,92340.0668,156218.4345,,85007.99207,106426.0595,117639.7178,94605.78823,109848.7829
1/1/2001,133067.9181,219864.9782,114114.1754,164283.5497,183393.3343,114284.8643,124286.8274,221368.3692,142298.7196,186768.6111,198958.6748,135864.5174,176933.5592,160908.786,209840.2759,148747.7076,178431.5787,132822.9194,,140874.4448,108414.7723,159554.9235,102794.4712,118151.9038,134546.407,120275.4242,113766.803,158630.5357,,143491.2258,137698.101,115789.7557,103399.9279,124658.71,90206.92348,90715.4281,101008.1767,76687.77977,125910.4526,,174391.367,88081.04621,102812.0688,92885.13502,157080.102,,85444.87855,106487.095,118150.5141,94938.20008,110276.5486
2/1/2001,133889.2539,221895.1992,114777.0118,165293.0489,184864.3443,114251.2364,124910.6273,223812.548,142917.5372,187618.8959,200834.843,136492.8139,177761.7391,161680.6534,210502.1929,150536.4713,178716.6855,133616.2448,,142185.9999,109000.0469,160215.964,103226.7931,118612.3221,135000.8112,121140.633,114139.8002,159067.6,,144568.4277,141466.6052,117004.924,103828.4441,125184.2939,90578.71951,91065.51562,101171.3726,77134.99653,126311.8959,,175307.2073,88531.04685,103178.7689,93514.16304,157783.7849,,85868.86011,106706.5217,118493.1997,95238.10953,110616.8704
3/1/2001,134735.5212,224180.3805,115469.9188,166203.5504,186325.3763,114028.5405,125420.5234,226221.6562,143539.2961,188418.8361,202736.8884,137173.9218,178930.8357,162521.3085,211094.9901,152220.0665,178887.9231,134293.747,,143488.6748,109563.7293,160777.8901,103661.6201,119089.0699,135368.3179,122046.8046,114452.5691,159532.0446,,145716.2826,146277.4348,118142.7506,104181.577,125709.7434,90857.9771,91279.87673,101169.9883,77472.3641,126864.4962,,176325.7493,88960.06115,103584.6762,94176.07743,158550.2125,,86236.20453,107156.9198,116107.5102,95429.46118,110932.9096
4/1/2001,135620.1061,227021.6932,116288.4095,167154.151,187869.1865,113898.0693,125867.2983,228710.7115,144171.3977,189201.2007,204588.6276,137867.8944,180710.5197,163361.7825,211802.9286,153956.6986,179065.8485,134918.2644,,144899.4447,110055.313,161534.2239,104128.1842,119415.5851,135639.9842,122957.1156,114701.0872,159937.4772,,147050.9107,149918.7329,119039.1639,104436.1904,126289.3195,91031.64612,91459.42872,101124.6841,77630.55095,127396.5743,,177502.4642,89344.76198,104106.875,94747.31751,159281.0431,,86581.296,107562.1418,112701.4089,95693.83771,111245.8574
5/1/2001,136598.5436,229868.8884,117184.9037,168204,189392.8754,113941.8759,126409.2986,231282.3095,144813.0102,189877.5318,206436.6925,138693.7588,182741.9986,164256.505,212826.2009,155895.0731,179167.0295,135608.1606,,146341.0369,110504.4272,162419.4879,104574.6958,119784.1405,135956.0702,123797.8801,114987.8964,160392.8635,,148470.7029,152936.1036,120110.7473,104688.2849,126888.0738,91349.75127,91782.10485,101324.7465,77940.08933,127917.2308,,178827.7459,89746.7658,104726.6647,95280.82001,160038.9413,,86883.71184,108155.1821,109176.5659,95996.52249,111585.3838
6/1/2001,137577.1881,232455.3297,118120.6992,169362.7807,191090.2971,114074.7073,126962.6236,233982.4842,145460.1787,190569.7023,208087.9809,139564.0976,184701.8282,165124.1495,213988.8771,157969.5619,179336.393,136297.0324,,147783.9645,110915.4106,163485.1203,105029.3038,120175.6012,136274.0027,124591.1737,115267.9078,160867.7103,,149935.1219,155469.8601,121293.1855,104947.8558,127519.6544,91711.14531,92124.57592,101679.7795,78253.92561,128304.5183,,180163.5767,90174.9439,105404.3533,95797.52913,160783.1199,,87183.74819,108460.7034,108289.3168,96382.60835,111919.6389
7/1/2001,138630.9205,234876.8227,119126.7065,170579.3278,192918.155,114230.7439,127536.2582,236845.8579,146075.8948,191224.3565,209716.4742,140461.9303,186671.6959,166048.7082,215265.2773,160045.7255,179477.1965,136984.0958,,149297.2559,111310.0718,164630.4498,105518.413,120655.048,136577.4796,125405.0659,115536.2781,161423.6544,,151505.2348,157846.4529,122625.882,105241.5236,128192.3766,92127.79854,92408.93394,102111.0113,78567.67571,128701.8447,,181458.4789,90602.07927,106096.7349,96304.07753,161491.5747,,87466.35976,108752.853,108262.265,96773.22191,112292.5682
8/1/2001,139692.42,237209.9674,120193.0067,171856.3357,194935.7856,114370.9005,128144.1274,239965.9025,146684.8039,192030.8828,211320.7014,141560.8178,188843.2684,166991.7612,216510.4063,161942.2594,179751.2685,137681.8211,,150945.1561,111754.6824,165893.3981,106057.2027,121046.8273,136922.8429,126153.9272,115852.3281,162056.0915,,153382.7008,159566.4045,123768.6963,105502.6605,128900.8577,92474.68563,92731.90993,102489.8153,78858.47935,129183.3336,,183134.8653,90979.26574,106731.8516,96779.2628,162241.9467,,87782.08025,108822.7035,108430.2633,97200.17421,112706.5296
9/1/2001,140786.7809,239474.5029,121298.454,173105.3053,197099.2883,114518.3066,128805.059,242996.9138,147297.6812,192763.2748,212827.7917,142822.1332,191151.7401,167965.0572,217887.4779,163848.1174,180005.765,138377.0739,,152704.0203,112204.8506,167187.0858,106602.5352,121381.9939,137275.9016,126909.9697,116187.2208,162649.1616,,155445.9998,160774.3684,124853.1918,105796.0774,129613.3772,92772.23518,93029.06856,102692.2179,79105.49147,129702.5841,,184990.7302,91303.72309,107342.2578,97206.26309,163039.8447,,88113.87226,108913.9544,108664.8322,97626.46688,113128.7468
10/1/2001,141834.5349,241591.8924,122406.9346,174419.8903,199356.6557,114672.4902,129474.2004,246228.0401,147959.8937,193581.1041,214144.7416,144273.218,193466.6605,168953.5905,219295.5868,165677.7944,180273.1158,139064.4394,,154521.063,112646.2226,168420.6642,107103.6425,121695.0055,137664.5195,127722.8566,116554.7917,163220.8263,,157750.3184,161578.4948,125828.3889,106133.3378,130305.4675,92962.94875,93488.98864,103002.1573,79370.95975,130190.94,,187082.7422,91589.14471,107979.858,97626.60781,163891.8754,,88424.73377,109122.7897,108890.7391,98059.83536,113533.904
