Date,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
7/1/2003,168285.6765,306135.6883,146823.4476,206297.7077,252667.7585,120521.2629,138108.7561,307568.889,162201.324,208962.1023,224506.8109,163002.3995,252654.0763,191895.4449,264365.5452,206038.443,180638.8625,147779.0569,,180025.1205,120242.7792,206431.174,121528.9674,127694.1853,142314.6905,146796.1788,121490.7,177017.7463,137987.8333,214149.7969,175949.4971,152859.6865,111348.6584,143776.6895,98986.21325,97942.78382,105720.723,84913.80932,136166.8981,,226565.8713,96639.64739,120445.2517,101628.471,189428.9844,148214.3643,93835.20059,115516.6435,116583.4902,104980.3883,120296.6386
8/1/2003,170081.2163,310337.1152,148316.485,208327.0129,255985.0418,120780.721,138625.2103,309796.0494,163123.6831,210344.033,224704.5672,164112.5277,255817.442,193814.545,267942.7649,207980.4164,180791.1631,148135.8511,,181243.0155,120721.6261,209213.9614,122578.1127,128166.6499,142617.7822,148252.6767,121820.4822,178155.4291,138583.0579,217651.1312,177537.6832,154648.6199,111637.4017,144921.6157,99414.65529,98160.30983,106023.5139,85223.44148,136534.9864,,228746.1301,96923.56728,121114.9615,102183.8648,191056.8678,149051.5424,94095.48232,116121.9957,117062.8161,105445.2971,120804.19
9/1/2003,171936.2622,315004.3817,149866.4456,210524.1677,259125.5983,121016.0604,139178.1437,312235.2688,164153.2307,211767.2949,224963.1718,165475.6499,258898.66,196073.4379,271432.2821,210116.1868,180888.2383,148520.5003,,182551.8318,121232.1091,212008.4151,123607.5629,128638.8812,142943.8112,150015.1321,122158.632,179287.9088,139089.7026,220809.9701,179241.4646,156610.3287,111950.9346,146137.2205,99870.18957,98397.16117,106236.3272,85487.54058,136947.5403,,231085.101,97245.18433,121776.6723,102810.4149,192872.3639,149729.7794,94390.31081,116970.3035,117609.3322,105942.2898,121323.4717
10/1/2003,173825.5321,319550.6353,151436.7297,212785.3567,261985.0901,121255.712,139809.5596,314888.7047,165176.4787,213174.884,225203.963,166986.5743,262332.5421,198506.5758,275838.7986,212389.7623,180998.2419,148908.5592,,183776.0371,121835.5525,214815.6862,124580.6948,129090.6827,143270.3954,152015.3814,122520.4185,180458.9028,139605.7745,223831.7172,180777.3114,158662.5366,112229.2406,147422.4394,100300.2757,98793.12911,106519.3106,85681.65715,137297.8066,,233198.8702,97575.06962,122475.7408,103334.2321,194656.8242,150426.5078,94665.10914,117963.1294,118105.0291,106446.8438,121829.4504
11/1/2003,175659.6933,323931.3166,152977.1608,214762.7157,264460.6822,121428.722,140380.2577,317553.0749,166064.9548,214347.2532,225567.0449,168137.0504,265371.225,201360.8141,280579.5398,214408.9387,181178.566,149252.3933,,185002.5488,122328.1586,217442.873,125462.5865,129529.7059,143561.827,153344.8244,122854.1305,181515.2338,140178.6745,226896.07,182204.9135,160338.0901,112510.5703,148411.6405,100708.0679,99075.23877,106775.7064,85956.93832,137532.057,,235519.2019,97880.14121,123140.5797,103639.2349,196268.2495,151084.735,94902.67407,118695.7913,118602.0693,106914.4766,122252.9152
12/1/2003,177424.5867,328167.4658,154451.0052,216536.1912,266774.344,121575.1821,140918.5687,320044.669,166832.1902,215539.6133,225963.9398,169031.5605,268112.6717,204318.5572,284819.6508,216088.2167,181378.664,149608.3635,,186180.0336,122811.0389,219890.4067,126248.084,129971.2787,143880.7238,154388.2487,123164.5807,182526.2137,140935.3168,230078.0226,183458.0741,161896.3208,112771.944,149216.1362,101075.2029,99287.18903,107041.4841,86295.0195,137808.659,,237724.8465,98148.95371,123814.7444,103891.0957,197667.6942,151627.0138,95129.87263,119081.0472,119082.8211,107349.2413,122629.6037
1/1/2004,179035.3263,332552.9039,155863.9862,218262.5136,269074.578,121941.6629,141424.3669,322372.9255,167519.4149,216801.8796,226317.2008,169844.2379,270891.2513,207620.0827,288695.448,217688.387,181568.1714,149916.2611,,187298.1398,123278.8274,222124.6773,126944.6986,130386.052,144206.4312,155276.7986,123459.0282,183329.4837,141618.3563,232902.3852,183748.4024,163439.1237,113043.1425,149878.7195,101448.2183,99458.8247,107201.725,86748.45879,138130.9947,,239825.956,98384.8219,124417.3629,104044.5568,199076.1373,152082.4928,95396.38864,119256.1348,119576.4023,107694.0164,122947.5777
2/1/2004,180800.174,337492.1919,157263.2447,219898.5284,271441.322,122766.6101,141824.8202,324701.5865,168387.8781,218093.2117,226611.9149,170730.7757,273854.0319,211033.5071,293006.982,219372.854,181860.2535,150225.026,,188425.102,123789.9038,224471.328,127747.1068,130820.8953,144532.4166,156600.8966,123782.3589,184170.748,142347.9754,235923.4427,184343.3482,165260.5892,113300.6412,150652.6929,101901.833,99664.61729,107317.5795,87266.04237,138602.8099,,241551.2748,98625.39678,124908.8012,104253.9281,200515.2058,152556.2041,95700.04874,119699.0072,120086.1944,107934.6719,123271.1604
3/1/2004,182854.2129,343126.0011,158796.2809,221269.8636,274051.6177,124072.5009,142209.6504,327120.0953,169444.3634,219451.0274,226955.3565,171645.2471,277395.0738,215880.705,297793.2578,221149.1585,182194.7012,150524.1346,,189528.7108,124363.1013,226833.5555,128553.5111,131279.4223,144824.1094,158024.4636,124140.5524,185154.6331,142903.3112,238798.5647,184765.5775,167169.8442,113589.0571,151449.1202,102423.3875,99942.77833,107465.0504,87879.90789,139148.2869,,243201.207,98839.19015,125282.9584,104598.088,202004.8318,153181.9642,95988.97603,120277.8251,120646.3647,108154.7673,123599.9801
4/1/2004,185313.1969,349593.4831,160544.3539,222632.6941,276875.8781,125368.423,142486.2066,329801.0563,170728.2222,221023.7109,227462.2661,172664.4171,280906.744,221135.3042,303225.6586,223087.2729,182594.9012,150926.9473,,190791.5465,124929.8086,229598.8345,129449.3074,131727.9177,145125.8785,159570.0724,124543.1001,186392.152,143444.4669,241826.2161,185855.637,168978.7378,113883.6968,152392.3154,103000.6686,100213.3743,107603.9885,88425.9306,139780.9837,,245204.9708,99017.72855,125592.8602,105186.1262,203835.5345,154023.7469,96262.80945,120770.5816,121176.4353,108430.776,123923.0177
5/1/2004,188257.977,357040.2455,162590.8617,224236.7358,280182.4319,126439.3195,142843.1405,332541.3198,172291.7982,223042.6726,228123.1272,173806.0719,285087.2181,227739.5569,308676.7111,225286.0437,182813.6523,151374.0281,,192129.0575,125424.4584,232757.1864,130503.6295,132292.5611,145428.4581,161511.0231,124950.0967,187933.1453,144069.443,245092.4094,187038.7964,171179.6986,114247.0416,153588.593,103542.0781,100491.913,107921.632,88933.93589,140484.3288,,247692.0222,99211.1745,126010.8491,105798.1076,206037.2836,155182.7562,96525.76199,121351.0488,121781.203,108765.0296,124262.1161
6/1/2004,191616.5368,365350.9401,164912.3329,226215.7423,283787.0878,127126.654,143222.6714,335137.5891,174044.0178,225392.4367,228819.103,175123.6218,289625.735,234800.0374,315498.3003,227630.2205,183038.9311,151824.1,,193610.9264,125970.0168,236629.1158,131748.1541,132932.408,145797.0015,163623.9638,125378.9572,189652.9422,144956.8112,248932.2351,188450.841,173663.2193,114701.894,154989.9227,104082.874,100748.9378,108316.7792,89419.25321,141302.4468,,250546.8528,99446.20193,126525.0506,106300.6998,208717.5336,156610.4526,96786.92017,122123.5073,122336.2322,109147.045,124616.2971
7/1/2004,195427.7974,373847.5333,167491.3647,228441.316,287650.9206,127769.1528,143670.4063,337758.8277,,227776.7616,229458.5997,176395.7696,294953.0828,244206.6326,322991.4314,229701.9578,183249.7954,152258.1133,,195026.3968,126520.7947,240955.1011,133209.1563,133696.5429,146187.3156,165615.3784,125844.1537,191593.8552,146023.4194,253000.5146,189940.4961,176400.7599,115243.7955,156564.3932,104606.5808,101051.341,108768.4565,90042.96745,142204.1558,,253482.2141,99752.69533,127162.9639,106610.1921,211494.3078,158104.3662,97051.57371,123173.1849,122963.1502,109527.729,125014.0652
8/1/2004,199437.0881,381956.2759,170331.5313,230730.856,291659.0359,128353.5683,144133.7821,340433.7087,178830.9797,230076.5619,230040.0089,177800.6874,300011.5174,253125.6391,330562.8423,231680.8726,183480.8742,152755.5493,,196300.7648,127266.2709,245720.5324,134636.6836,134401.4772,146612.6676,166988.4312,126344.6127,193514.6513,146986.2928,256776.6847,191308.4068,178283.3816,115759.313,157908.0876,105155.4936,101442.2415,109184.4464,90713.99769,143066.3554,,256293.1764,100052.9031,127745.3432,106956.4209,214240.7492,159621.4005,97370.62811,124106.5713,123493.5289,109939.368,125387.634
9/1/2004,203452.1212,389635.5405,173215.5432,233141.4007,295617.9423,129013.4536,144588.5409,343586.4725,181371.4583,232220.3059,230391.7475,179165.2534,305787.7422,263136.9548,336938.4819,233528.9502,183655.6816,153298.7042,,197496.8913,127952.9446,250452.8069,136062.1973,135140.2018,147068.8152,168196.3744,126869.3805,195364.2773,147719.211,259957.762,192955.4122,179742.2069,116232.5087,159137.4993,105718.0489,101961.5402,109485.392,91381.50416,143820.2988,,259017.5142,100349.1966,128248.055,107877.591,216820.6763,161036.9126,97760.49088,124935.3799,123874.8428,110325.4315,125748.2228
10/1/2004,207017.9764,397010.8544,175986.1291,235510.1462,299513.6005,129627.4225,145076.8531,346734.2462,183991.359,234307.9385,230761.4757,180645.5771,312657.2418,270970.7843,342837.1204,235395.2082,183769.5098,153880.5746,,198591.7295,128638.0507,254800.3076,137303.7188,135897.1198,147563.7208,169615.8548,127417.5851,197094.467,148364.8927,263164.3702,194634.1145,180905.7397,116719.2676,160230.7413,106274.4803,102572.7078,109862.2399,92005.43692,144470.3758,,261972.0046,100675.5273,128707.88,109019.2344,219594.9016,162298.1173,98186.03035,125635.0394,124144.5703,110724.0349,126088.6009
11/1/2004,210122.5344,403495.0182,178584.7469,237910.2836,303132.6506,130176.6757,145523.5673,349698.4588,186617.3871,236448.8582,231083.4777,181914.1875,319687.3592,278085.9889,348384.2245,237318.4245,183820.7127,154391.2065,,199610.0898,129294.7434,258789.3655,138559.7653,136704.1676,148071.808,171235.9122,127944.2108,198820.5398,148957.7263,266158.117,196369.9319,182647.9659,117298.6452,161347.8514,106811.8375,103083.4692,110194.1799,92616.48799,145147.3151,,265144.0913,100992.1683,129210.9074,110162.8183,222931.3622,163405.6689,98533.65688,126296.0632,124393.1228,111047.8798,126433.9864
12/1/2004,213107.0865,409759.6316,181232.7273,240204.169,306519.2007,130656.697,145954.4493,352181.4241,189756.0023,238833.8621,231609.6522,183152.8156,324970.543,282966.5478,354615.742,239306.6298,183796.2324,154838.5122,,200615.3069,129933.1104,262604.5876,139786.5019,137493.6066,148575.0137,172993.7365,128466.5231,200498.8964,149591.1325,269266.4655,198001.8196,184526.042,117924.5421,162424.1744,107323.3128,103449.2232,110558.8082,93207.18154,145845.1378,,268091.6931,101303.2594,129763.8517,110773.3859,227062.7502,164612.6458,98856.21785,126825.6425,124777.068,111418.1895,126759.098
1/1/2005,216135.2122,415334.7522,183951.7991,242390.8823,309735.7533,131167.9421,146389.6603,354439.4224,193154.1653,241288.6903,232194.8478,184194.8935,327508.066,286884.1116,359798.1635,241303.4071,183751.4409,155182.2601,,201811.0117,130356.6889,266443.1495,141050.2847,138266.4966,148964.9639,174673.3821,128951.234,202025.8905,150208.0546,272259.6271,199427.6266,187071.0332,118462.3585,163107.8586,107937.158,103664.1528,111197.7363,93850.96472,146672.322,,270410.1539,101613.7114,130296.9581,111307.3424,230477.5357,165835.1978,99210.00538,127456.2975,125217.4088,111732.8166,127104.6066
2/1/2005,219095.1995,421377.3266,186859.4456,244521.3039,312791.3497,131598.0705,146742.9458,357080.7178,197306.245,243499.9435,232650.419,185338.819,331033.2393,292137.0834,365671.2119,243173.0261,183954.5074,155502.7718,163704.2489,203121.8085,130649.1963,270140.1602,142075.5382,139033.7607,149383.2239,176374.3106,129520.4885,203657.6445,150815.6737,275202.6412,200623.4692,189545.7635,118885.4284,163591.2018,108658.2927,103973.4023,112028.8421,94548.57536,147649.9155,,272276.4634,101960.2541,130785.1805,111789.2493,232926.842,166818.8522,99574.30882,128219.7119,125646.5946,112085.5422,127470.8246
3/1/2005,222237.4109,427729.0472,190119.5179,246481.5214,315928.1726,131981.3404,147069.445,359894.7602,201719.474,245951.2201,233110.3943,186491.1417,336046.4422,297874.707,371825.9239,245089.4013,184339.1317,155832.5648,163687.2946,204256.2128,130852.0293,273800.5245,143057.2164,139896.8049,149775.0801,178070.1633,130164.4737,205639.2408,151587.5346,277838.5249,201545.5701,191876.9426,119203.2394,164047.0964,109457.9666,104389.1794,112921.6295,95139.31137,148872.9337,,274454.0658,102377.985,131247.7168,112237.1827,234830.1332,167565.9067,99922.8051,128987.903,126157.9137,112395.3851,127846.3096
4/1/2005,225814.4505,434891.1708,193961.8361,248550.3181,319524.1182,132319.1682,147334.3027,362891.7282,207010.9666,248880.7623,233624.7583,187756.8086,342712.5885,305407.9059,379759.395,247291.2718,184969.5816,156296.1783,164216.44,205466.7993,131311.4137,278062.6278,144125.2119,140767.1643,150295.075,180132.3363,130896.9323,208359.5709,152439.7948,280817.5318,202613.013,193392.6075,119527.4883,164877.9914,110245.3723,104918.1307,113481.3028,95661.49126,150118.3269,,277034.7598,102823.0476,131718.8544,112570.7854,237099.1294,168085.339,100235.5574,129696.9957,126627.6328,112816.8188,128200.9176
5/1/2005,230100.5377,441857.9425,198249.273,250747.1246,323491.408,132686.6265,147654.7762,365481.4364,213169.4253,252333.9489,234330.6826,189049.3842,348296.1859,311006.3534,388134.279,249384.0755,185552.2329,156870.8235,165036.8153,206719.6322,131845.7829,282911.1506,145410.9036,141650.5576,150849.6478,182032.1733,131651.8522,211468.7103,153390.3085,283560.3034,204143.4656,194646.6876,119881.4341,165999.0033,110996.2855,105413.302,113996.6529,96256.92045,151571.8378,,279941.0957,103265.9432,132278.3348,112986.017,240351.5679,169003.1632,100563.0983,130330.4588,127160.6896,113377.8008,128505.4057
6/1/2005,234450.0717,448300.2505,202897.0559,253017.0532,327689.4561,133088.2039,147909.3461,367258.4609,220920.7943,256346.0043,234990.4662,190352.3551,353420.6206,315386.265,397233.6467,251166.3409,186216.2933,157526.6276,166168.1339,207984.596,132588.9101,288533.6181,146898.2712,142570.4187,151530.1283,183730.3341,132448.9043,214926.9774,154437.2647,286001.6196,205510.713,195689.5909,120317.1524,167277.3605,111742.9525,106034.7564,114625.5464,97018.65951,153410.2335,,282850.5053,103671.0479,132872.6519,113062.9335,243064.179,170092.8867,100861.5075,131067.5469,127552.7702,114079.5394,128810.3531
7/1/2005,238707.0056,454463.9955,207856.9578,255405.6624,331733.6788,133443.5755,148092.5013,368324.9387,229669.5729,260763.4883,235596.2601,191601.2369,358985.7629,318171.6753,406650.2733,252580.5232,186991.6004,158142.2957,167163.7196,208990.0916,133436.1645,294595.8977,148489.7682,143657.213,152282.9088,185222.3005,133325.9071,218575.304,155806.1604,287878.9352,207041.7715,196782.0405,120819.1608,168590.6288,112512.5977,106602.9444,115307.3456,97853.83779,155658.8088,,285681.6101,104062.947,133481.724,113119.5889,245454.2014,171535.7365,101160.74,131768.4529,127985.7842,114855.2863,129096.9226
8/1/2005,242548.0693,460716.3226,212983.2665,257902.718,335701.2558,133776.1956,148292.6819,368921.2933,238302.7813,265701.641,236179.7768,192978.1075,365320.6256,321554.2995,416018.064,253982.623,187930.0192,158738.5114,168520.5184,209722.9051,134510.7648,300803.4847,150157.366,144803.5124,153105.3418,186917.8723,134226.024,222548.885,157444.8492,290023.8396,208570.1762,197821.3175,121348.7879,169858.7679,113221.5053,107352.9146,115843.8478,98360.46399,158408.8595,,288631.4541,104440.9951,134078.0392,113150.2068,247575.7791,172743.2199,101466.6377,132566.9567,128333.9371,115571.8823,129408.4598
9/1/2005,246342.3032,466997.3489,218007.6809,260524.4303,339468.7984,134109.1977,148538.9843,369918.6227,247037.0554,270416.9758,236727.7063,194557.1529,371363.6428,324517.6218,424856.443,255444.3356,188983.7636,159334.0565,170118.1342,210499.7397,135597.2643,306173.9972,151724.3833,145922.8948,153909.7096,188913.8224,135112.3845,226687.4053,159352.2065,292432.3544,210505.1283,198952.4118,121895.6044,170971.5232,113943.0996,108134.4638,116206.5824,98759.45372,161233.69,,291562.7878,104800.3557,134679.6293,113520.5247,250295.0321,173956.1355,101813.9435,133467.3212,128701.0648,116163.4645,129707.6689
10/1/2005,249726.4576,473162.5429,222635.0798,263192.3261,343208.394,134379.0962,148809.2664,371124.9791,254653.077,274682.9314,237346.0814,196275.8157,376066.62,326758.4773,432282.035,256895.3821,190101.8291,159929.9091,171889.9948,211251.3272,136816.2695,310942.7261,153153.2853,146974.7301,154753.0075,190941.925,135932.5871,230623.1254,161240.2168,294805.4268,212556.3222,199978.6972,122538.7326,171893.8013,114661.9829,109146.5202,116510.9275,99064.50258,,,294559.1383,105091.3307,135315.1994,113756.3832,253470.5107,175212.8671,102131.8619,134344.6381,129027.3425,116591.6465,130012.0718
11/1/2005,252846.0055,478163.8927,226913.387,265604.0156,346805.6997,134694.5219,149033.5776,372187.0157,261657.9926,278629.2341,237909.8794,197643.9692,380222.5344,328056.2612,439019.216,258224.3478,191389.9806,160509.8036,173187.132,212107.7876,138024.3403,314682.0514,154464.2999,147980.2265,155550.1079,192727.3651,136697.225,234248.4412,163120.4252,296622.9195,214543.8449,200870.0902,123334.4618,172645.7995,115473.7426,110012.4488,116763.9515,99553.15935,171066.5243,,297340.4329,105391.6066,135917.898,113794.3034,256097.2395,176447.6021,102476.3286,134945.7753,129372.3657,116978.1079,130312.0436
12/1/2005,255422.8502,482591.0105,230922.1599,268007.186,350176.18,134951.392,149251.1115,372431.5336,266447.7684,282302.4003,238481.4967,198810.1145,384114.3365,328762.9427,445717.4944,259472.4651,192751.1658,161054.5184,174339.4061,212807.2017,139338.7355,318530.2743,155694.814,149008.7807,156326.8064,194320.1568,137440.8708,237918.6551,164963.1984,297953.5283,216660.3149,201691.7395,124216.5073,173252.4725,116235.3949,110610.3445,116972.9865,100079.151,175310.6158,,299666.1482,105695.8272,136490.3909,113950.9891,258306.4272,177662.194,102818.9987,135306.0983,129650.1174,117347.0071,130584.6024
1/1/2006,257690.9238,486279.553,234627.5659,270107.8029,353048.4622,135162.1861,149476.6993,372289.6563,268959.5393,285571.0374,239050.9542,199830.3054,388046.44,329430.569,452984.3957,260547.6862,194028.1957,161585.4995,175097.0038,213401.1235,140750.688,321622.3089,156786.9214,149971.8634,157046.1701,195671.5297,138077.7365,241406.5167,166730.6536,298528.7105,218503.1406,202552.7246,125113.8803,173715.0434,116891.9977,111042.5129,116978.5854,100655.4474,177489.3874,,301389.9446,106010.3904,136962.2127,114242.2546,260339.6059,178786.8953,103182.4957,135722.6761,129968.9248,117644.6709,130806.744
2/1/2006,259897.9081,489560.164,238065.3643,272029.3229,355765.6711,135374.7939,149686.1223,371673.7074,272172.7825,288942.4864,239450.8334,200946.9212,391402.7911,329706.9029,460546.2089,260874.0595,195390.6344,162120.9867,176152.2531,213889.395,142192.8524,324734.058,157738.9296,151123.0476,157756.5094,197012.7974,138755.4076,244577.5454,168488.7216,299283.6621,219605.779,203086.3989,126005.898,174173.0717,117489.1789,111590.8996,116952.8927,100937.051,179198.2801,,302251.6165,106295.5703,137378.8238,114689.6553,262676.9655,179988.029,103611.022,136238.4108,130307.3892,117879.7287,130985.0837
3/1/2006,262118.0923,492684.9776,241638.0139,273615.8039,358456.4712,135633.2,149804.1342,371266.6149,276180.0499,292413.8042,239779.7032,202088.5763,394807.7415,331393.5465,466683.2867,260885.4789,196911.914,162630.437,177305.2081,214280.2209,143665.1041,327945.0229,158632.3518,152205.7661,158519.4128,198550.9769,139452.9847,247656.7747,170208.0359,300408.978,220128.0991,203416.8738,126990.4066,174567.114,118077.5302,112405.2424,116819.0575,101037.3185,181132.0052,,303568.6752,106575.3449,137738.8088,115032.5766,265200.0782,181185.0117,104113.1762,136690.2406,130768.8142,118082.8494,131147.6774
4/1/2006,264137.3656,495490.5744,245615.5714,274993.7753,361381.936,136047.5146,149787.0972,370956.5523,280859.4452,296442.7046,240056.5811,203112.0915,397843.5584,333719.2314,472510.3465,261145.7775,198820.3099,163147.7864,178814.2338,214650.084,144988.9757,331635.1767,159577.8365,153355.381,159334.0692,199945.8598,140257.9372,251047.1621,172270.328,302218.8266,220658.8562,203329.5557,128034.792,174969.1092,118686.7101,113410.0068,116803.8308,100949.6867,183804.5641,,305096.1728,106855.0832,138094.8759,115397.0561,267644.6547,182512.3415,104617.6375,136930.4869,131201.9511,118295.9843,131320.0491
5/1/2006,265613.5957,498278.4765,249430.0782,276295.3937,364154.6166,136614.2658,149652.5967,370718.9555,283956.335,300509.1151,240587.3054,204148.3653,400339.8284,336351.1631,476181.5359,261654.8067,200885.1,163640.8403,180266.0418,214907.1599,146012.8199,335380.3577,160635.862,154465.3966,160219.1763,201363.2356,141061.1735,254848.4277,174349.4701,303322.732,221863.4041,203340.755,129067.7819,175301.9805,119266.5976,114203.0768,116926.518,101195.5876,186637.5064,,307051.8978,107110.6133,138437.8867,115723.5098,269861.9739,184232.4854,105056.5814,137252.9977,131632.5004,118524.1075,131496.1088
6/1/2006,266639.7285,500206.7423,252623.6953,277639.7101,366559.4448,137242.4984,149429.2789,370147.3651,285667.542,304346.6657,241073.7803,204898.1985,401564.4576,337541.4436,479292.3592,262050.5773,203495.2988,164176.2712,181740.7538,215178.4645,146886.9118,338612.1981,161794.4155,155693.9887,161102.2502,202572.8465,141886.6745,258993.8358,176536.0949,303722.0208,223271.2839,203192.3553,130057.1136,175569.4058,119828.2338,114983.1715,117321.3952,101569.0323,190144.6184,,308213.2795,107337.7035,138790.1309,116037.5469,271647.2784,186157.9627,105455.0728,137697.7959,131932.546,118767.2412,131654.0311
7/1/2006,267531.859,500922.7609,254815.1985,278897.9954,368146.0067,137868.9813,149171.8167,368554.8175,286008.8112,307886.4441,241368.681,205469.2584,401390.3336,337879.3428,481628.7031,261819.8566,206719.232,164740.2903,183156.4557,215206.9773,147610.0037,341531.1887,162866.9122,156962.0902,162002.6711,203746.926,142718.8676,262859.5478,178448.066,303109.0887,224854.2421,202987.2993,130977.3443,175737.6526,120359.6961,115533.5487,117786.3679,101938.6129,192756.9825,,309020.9517,107536.7424,139150.8971,116363.0177,273284.0898,188197.4489,105850.7425,138286.3446,132187.6038,119061.2028,131795.1896
8/1/2006,268120.4599,500929.0876,256253.7781,280023.7033,368860.3983,138425.4324,148866.8545,366525.2591,285167.4492,311095.5308,241637.0703,205895.8263,400852.2953,337572.3426,483729.0343,261556.3597,210303.7089,165323.451,184597.23,215077.514,148424.424,343837.6747,163734.7377,158113.3541,162927.2577,204922.8741,143567.7119,266318.105,180410.9463,302108.8441,226666.6293,202976.9796,131926.1481,175924.2386,120857.7317,116359.5612,118230.7587,102238.9252,195022.3075,,309311.5692,107729.6176,139474.746,116790.7642,274745.6312,189759.2919,106236.6111,138666.0074,132285.7255,119374.3567,131886.292
9/1/2006,268207.3527,499855.6313,256856.5178,280750.9676,368963.8654,139017.1858,148530.2842,364060.667,283343.0055,313926.9144,241696.3267,206238.0824,400143.7864,336887.0093,485906.5752,261132.5802,213839.1007,165844.8156,185800.6111,214693.5753,149136.9767,345339.7983,164339.671,159097.0372,163821.1145,206004.9524,144349.5672,268519.4673,182282.8586,300480.0716,228679.8077,203252.2419,132753.1446,176201.0089,121345.8753,117228.7425,118578.101,102575.6654,196918.4322,,309367.9489,107993.202,139809.2614,117131.6736,276007.6502,191130.4012,106571.7966,139029.4094,132406.9116,119678.2753,131917.9053
10/1/2006,267913.8919,498632.3364,256829.2743,281285.2776,368515.8996,139748.2222,148147.2121,361853.2336,282019.0642,316348.55,241606.8082,206509.7737,398992.8235,335606.9237,486758.2854,260386.0831,217043.7559,166304.7471,186960.9044,214386.0134,149786.9786,345814.7015,164810.6663,159910.1342,164641.3037,207102.6381,145083.9674,270128.1431,184099.7464,298814.1645,230569.7829,203807.9939,133488.3248,176536.064,121715.7734,118301.6374,118994.42,103041.45,196885.0437,,309058.1852,108279.8923,140174.9859,117484.6999,277312.0681,192538.0538,106908.6736,139195.151,132563.0609,119961.4157,131898.0369
11/1/2006,267561.738,497327.9923,256444.3683,281594.2602,367762.5101,140448.3219,147708.1051,359538.109,280237.3693,318077.3469,241279.876,206751.6577,397202.3492,333756.715,487825.11,259483.0881,220026.5315,166645.565,188122.5938,214060.5191,150432.4599,345897.7096,165187.0652,160524.7233,165326.8753,208240.4212,145694.973,271366.9083,185662.7442,296962.4832,232046.0887,204174.4012,133946.762,176806.0454,122032.1121,119188.1552,119321.3234,103332.3197,197072.0995,,308519.5414,108571.5387,140548.2863,117751.3594,277840.1694,194081.1743,107242.5691,139497.8741,132810.805,120235.7688,131816.254
12/1/2006,267334.6452,496196.3304,255674.5071,281922.646,366582.6509,141142.8027,147174.3595,357506.5054,278426.4513,319297.8804,241144.436,207078.9244,395531.7814,332451.2582,488052.4858,258424.8374,222723.1126,167018.7976,189394.7024,213938.2578,151029.4374,345668.1593,165504.6875,161018.2897,165942.3987,209318.5892,146222.0695,272595.0267,186894.94,295523.029,233522.9747,204422.4519,134294.5164,176980.4548,122287.2022,119881.6557,119620.3141,103494.2001,197061.5342,,307980.3147,108774.9599,140852.1583,118088.316,278074.346,195488.3837,107573.8435,139895.3215,133007.0828,120530.1545,131681.5251
1/1/2007,267078.1823,495262.2887,254700.4863,282196.6252,365354.9063,141509.3818,146558.4446,356010.5266,276514.1432,320215.5745,241098.9602,207582.459,394929.3348,331087.0666,488456.4582,257500.0433,225410.0177,167361.8616,190370.9954,213934.0976,151591.7734,345467.6818,165826.006,161445.8453,166564.8101,210406.6201,146600.7171,273561.374,187794.4514,293956.5184,234721.0248,204625.832,134493.1521,177238.2086,122523.3027,120392.9571,119725.0133,103512.6215,198354.3997,,307794.3771,108938.9827,141068.6502,118362.7197,277449.9566,196602.9408,107856.9755,140566.3533,133171.3931,120792.5508,131535.6463
2/1/2007,266975.9032,494166.5748,253647.63,282419.9331,364460.0028,141653.6746,145940.1182,354964.5801,275162.7902,321381.8745,240982.093,208087.4963,395859.0073,330158.1877,488494.642,256500.1822,228037.5735,167738.0606,191037.3635,214017.2817,152139.1501,345190.1546,166210.0285,161849.9078,167157.1422,211391.1521,146989.516,274444.0454,188504.7967,292828.0342,235543.2228,204639.3765,134939.743,177468.7072,122746.6821,120740.0357,119802.7104,103656.6053,198701.8506,,307817.3645,109093.8615,141240.3617,118605.9222,277135.5903,197462.098,108066.1447,141053.6124,133279.1344,121049.3716,131442.445
3/1/2007,266909.6395,492599.0036,252437.8663,282715.97,364221.3434,141635.6224,145285.9179,354335.8344,274445.7484,323162.089,240916.3612,208490.9735,397103.9662,329010.5398,488963.8683,255959.7416,230714.0881,168098.8931,191534.0108,213925.3771,152753.5812,345234.3003,166691.8925,162227.0625,167820.855,211992.9327,147449.7893,275499.4656,189005.8331,291935.6555,235892.4597,204450.8408,135485.0612,177735.5005,122918.2497,120968.3746,119796.9737,103891.2232,198708.513,,307868.4508,109202.6692,141389.7919,118877.1126,277048.8404,198385.452,108231.8644,141300.2562,133448.5564,121289.8277,131314.1376
